Date,close
2017-01-03,110.03
2017-01-04,111.98
2017-01-05,111.72
2017-01-06,112.98
2017-01-09,111.91
2017-01-10,111.81
2017-01-11,112.74
2017-01-12,111.93
2017-01-13,112.64
2017-01-17,111.43
2017-01-18,112.15
2017-01-19,110.95
2017-01-20,112.04
2017-01-23,111.24
2017-01-24,113.31
2017-01-25,116.12
2017-01-26,115.85
2017-01-27,115.39
2017-01-30,113.3
2017-01-31,113.11
2017-02-01,113.3
2017-02-02,113.38
2017-02-03,115.72
2017-02-06,115.18
2017-02-07,115.18
2017-02-08,115.56
2017-02-09,117.6
2017-02-10,118.96
2017-02-13,120.85
2017-02-14,122.42
2017-02-15,124.22
2017-02-16,123.99
2017-02-17,124.43
2017-02-21,126.6
2017-02-22,126.31
2017-02-23,126.63
2017-02-24,127.15
2017-02-27,127.62
2017-02-28,126.58
2017-03-01,131.83
2017-03-02,129.49
2017-03-03,129.69
2017-03-06,128.48
2017-03-07,127.39
2017-03-08,126.65
2017-03-09,126.99
2017-03-10,128.22
2017-03-13,128.44
2017-03-14,126.95
2017-03-15,130.13
2017-03-16,129.6
2017-03-17,128.85
2017-03-20,128.35
2017-03-21,123.52
2017-03-22,124.2
2017-03-23,123.84
2017-03-24,123.65
2017-03-27,123.12
2017-03-28,125.73
2017-03-29,126.25
2017-03-30,127.25
2017-03-31,126.35
2017-04-03,125.85
2017-04-04,126.05
2017-04-05,124.72
2017-04-06,125.78
2017-04-07,125.44
2017-04-10,125.59
2017-04-11,125.21
2017-04-12,123.62
2017-04-13,121.21
2017-04-17,124.27
2017-04-18,123.17
2017-04-19,122.51
2017-04-20,125.39
2017-04-21,124.17
2017-04-24,128.16
2017-04-25,130.43
2017-04-26,130.33
2017-04-27,130.64
2017-04-28,129.76
2017-05-01,32.63
2017-05-02,32.7
2017-05-03,32.54
2017-05-04,32.65
2017-05-05,33.04
2017-05-08,33.05
2017-05-09,32.97
2017-05-10,33.11
2017-05-11,32.93
2017-05-12,32.76
2017-05-15,33.22
2017-05-16,33.16
2017-05-17,31.44
2017-05-18,31.76
2017-05-19,32.36
2017-05-22,32.87
2017-05-23,33.08
2017-05-24,33.3
2017-05-25,33.77
2017-05-26,33.8
2017-05-30,33.7
2017-05-31,33.65
2017-06-01,34.43
2017-06-02,34.74
2017-06-05,34.66
2017-06-06,34.36
2017-06-07,34.56
2017-06-08,34.6
2017-06-09,34.45
2017-06-12,34.4
2017-06-13,34.89
2017-06-14,34.78
2017-06-15,34.57
2017-06-16,34.55
2017-06-19,35.4
2017-06-20,34.75
2017-06-21,34.7
2017-06-22,34.62
2017-06-23,34.78
2017-06-26,34.79
2017-06-27,34.01
2017-06-28,34.85
2017-06-29,33.96
2017-06-30,34.13
2017-07-03,34.28
2017-07-05,34.51
2017-07-06,33.61
2017-07-07,34.2
2017-07-10,34.3
2017-07-11,34.25
2017-07-12,35.01
2017-07-13,35.18
2017-07-14,35.62
2017-07-17,35.62
2017-07-18,35.68
2017-07-19,36.26
2017-07-20,36.29
2017-07-21,36.2
2017-07-24,36.17
2017-07-25,36.44
2017-07-26,36.44
2017-07-27,36.34
2017-07-28,36.19
2017-07-31,36.13
2017-08-01,36.35
2017-08-02,36.4
2017-08-03,36.22
2017-08-04,36.39
2017-08-07,36.55
2017-08-08,36.33
2017-08-09,36.28
2017-08-10,34.78
2017-08-11,34.89
2017-08-14,35.91
2017-08-15,35.91
2017-08-16,36.09
2017-08-17,34.4
2017-08-18,34.23
2017-08-21,34.33
2017-08-22,35.34
2017-08-23,34.99
2017-08-24,34.73
2017-08-25,34.94
2017-08-28,34.99
2017-08-29,35.06
2017-08-30,35.6
2017-08-31,36.2
2017-09-01,36.39
2017-09-05,35.6
2017-09-06,35.92
2017-09-07,35.93
2017-09-08,35.76
2017-09-11,36.88
2017-09-12,37.27
2017-09-13,37.34
2017-09-14,37.3
2017-09-15,37.42
2017-09-18,37.64
2017-09-19,37.75
2017-09-20,37.83
2017-09-21,37.51
2017-09-22,37.51
2017-09-25,37.3
2017-09-26,37.35
2017-09-27,37.74
2017-09-28,37.88
2017-09-29,38.23
2017-10-02,38.76
2017-10-03,39.02
2017-10-04,39.13
2017-10-05,39.82
2017-10-06,39.69
2017-10-09,39.52
2017-10-10,39.8
2017-10-11,39.99
2017-10-12,39.8
2017-10-13,39.93
2017-10-16,40.08
2017-10-17,40.16
2017-10-18,40.26
2017-10-19,40.32
2017-10-20,40.88
2017-10-23,40.46
2017-10-24,40.65
2017-10-25,40.07
2017-10-26,40.2
2017-10-27,41.15
2017-10-30,40.73
2017-10-31,40.87
2017-11-01,41.07
2017-11-02,41.1
2017-11-03,41.46
2017-11-06,41.63
2017-11-07,41.6
2017-11-08,41.81
2017-11-09,41.34
2017-11-10,41.26
2017-11-13,41.37
2017-11-14,41.1
2017-11-15,40.46
2017-11-16,41.46
2017-11-17,41.13
2017-11-20,41.28
2017-11-21,42.1
2017-11-22,42.01
2017-11-24,42.25
2017-11-27,42.21
2017-11-28,43.47
2017-11-29,43.39
2017-11-30,44.48
2017-12-01,44.25
2017-12-04,44.09
2017-12-05,43.6
2017-12-06,43.59
2017-12-07,44.01
2017-12-08,44.73
2017-12-11,45.14
2017-12-12,45.39
2017-12-13,43.74
2017-12-14,43.21
2017-12-15,44.27
2017-12-18,45.14
2017-12-19,44.52
2017-12-20,44.42
